,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
2963,,0.0,0,0.0,20.0,201.0,0.0185,0.043,0.0,May,Windows,Microsoft Edge,Eastern Europe,Bing search,Returning_Visitor,False,False
2964,0.0,,0,0.0,54.0,1348.0,0.0026,0.03,3.8,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
2965,0.0,0.0,0,0.0,15.0,432.0,0.1243,0.152,0.0,June,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
2966,1.0,234.0,0,0.0,3.0,45.0,0.0,0.008,0.0,Dec,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
2967,5.0,318.0,0,0.0,26.0,201.0,0.0,0.013,0.0,Mar,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
2968,8.0,188.0,0,0.0,,1528.0,0.0,0.003,0.0,May,MACOS,Safari,South America,Google search,Returning_Visitor,True,False
2969,2.0,18.0,0,0.0,61.0,,0.0,0.02,3.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
2970,0.0,0.0,0,0.0,24.0,551.0,0.0069,0.031,0.0,May,Windows,Mozilla Firefox,North America,Direct Traffic,Returning_Visitor,False,False
2971,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Feb,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,False,False
2972,9.0,,4,71.5,85.0,8283.0,0.0067,0.019,14.1,Nov,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
2973,0.0,0.0,0,0.0,2.0,22.0,0.1,0.15,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
2974,0.0,0.0,0,0.0,7.0,264.0,0.0,0.057,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
2975,0.0,0.0,0,0.0,35.0,2248.0,0.0,0.011,0.0,Nov,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
2976,,,0,0.0,64.0,1122.0,0.0095,0.037,0.0,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
2977,0.0,0.0,0,0.0,0.0,27.0,0.0,0.04,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2978,0.0,0.0,0,0.0,13.0,496.0,0.0,0.007,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2979,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
2980,6.0,103.3,8,629.5,46.0,2067.0,0.0038,0.016,4.6,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
2981,6.0,74.56666667,1,775.8758103,5.0,309.0,0.0,0.005,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
2982,1.0,0.0,0,0.0,12.0,1860.0,0.0033,0.01,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,False
2983,3.0,119.0,2,19.5,87.0,1897.0,0.0125,0.025,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
2984,1.0,,1,12.0,16.0,690.0,0.0,0.01,26.3,Dec,Android,Google Chrome,North America,Twitter,Returning_Visitor,True,True
2985,0.0,0.0,0,0.0,7.0,910.0,0.0212,0.04,45.6,May,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,True
2986,2.0,91.0,1,41.0,29.0,1191.0,0.0144,0.041,14.6,May,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
2987,0.0,0.0,0,0.0,29.0,601.0,0.0,0.01,0.0,Nov,iOS,Safari,North America,Google search,Returning_Visitor,False,False
2988,7.0,76.5,0,0.0,25.0,440.0,0.0115,0.016,0.0,Dec,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
2989,4.0,23.0,1,113.0,2.0,128.0,0.0,0.045,0.0,Dec,Android,Google Chrome,North America,Youtube channel,New_Visitor,False,False
2990,3.0,159.0,0,0.0,153.0,3356.0,0.0111,0.028,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
2991,0.0,0.0,0,0.0,23.0,667.0,0.0,0.036,0.0,Dec,iOS,Safari,North America,Google search,Returning_Visitor,False,False
2992,12.0,275.7472857,1,0.0,42.0,1231.0,0.014,0.022,169.6,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
2993,3.0,17.66666667,0,0.0,14.0,400.0,0.0,0.019,0.0,Nov,MACOS,Safari,Africa,Youtube channel,New_Visitor,False,False
2994,5.0,89.0,4,184.3333333,30.0,2514.0,0.0055,0.019,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
2995,14.0,225.125,0,0.0,18.0,279.0,0.0032,0.024,0.0,Sep,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,True
2996,,52.4,0,0.0,,289.0,0.0,0.006,0.0,Oct,Windows,Microsoft Edge,Asia,Google search,New_Visitor,False,True
2997,0.0,0.0,0,0.0,20.0,1134.0,0.0286,0.067,0.0,May,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
2998,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,North America,Youtube channel,New_Visitor,False,False
2999,0.0,0.0,0,0.0,30.0,513.0,0.0194,0.029,58.4,Oct,MACOS,Safari,North America,Tik Tok ads,Returning_Visitor,False,False
3000,0.0,0.0,0,0.0,14.0,213.0,0.0333,0.036,0.0,Aug,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
3001,3.0,304.5,0,0.0,3.0,403.0,0.04,0.067,0.0,May,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
3002,2.0,218.2,0,0.0,14.0,627.0,0.0333,0.039,0.0,Jul,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,True
3003,12.0,55.46666667,0,0.0,139.0,6667.0,0.0,0.013,4.2,Nov,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,True,True
3004,4.0,216.85,0,0.0,31.0,780.0,0.0286,0.062,0.0,Dec,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
3005,0.0,0.0,0,0.0,23.0,2696.0,0.0077,0.023,0.0,Dec,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,False,False
3006,1.0,19.5,2,17.0,29.0,376.0,0.0077,0.022,0.0,Dec,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
3007,12.0,288.2279249,0,0.0,71.0,877.0,0.0011,0.007,17.7,May,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,True
3008,7.0,83.5,3,374.25,260.0,12245.0,0.0009,0.02,0.0,Oct,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
3009,1.0,7.0,0,0.0,16.0,491.0,0.0,0.011,0.0,Mar,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
3010,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
3011,2.0,45.0,0,0.0,19.0,173.0,0.0,0.029,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
3012,2.0,39.2,0,0.0,22.0,40.0,0.0439,0.048,0.0,Jul,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
3013,1.0,7.0,0,0.0,,479.0,0.0,0.022,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3014,5.0,423.5,0,0.0,38.0,,0.0043,0.013,13.0,Mar,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,True,False
3015,0.0,,0,0.0,28.0,694.0,0.0097,0.036,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
3016,0.0,0.0,0,0.0,21.0,1222.0,0.0148,0.014,75.4,Dec,Windows,Microsoft Edge,Western Europe,Youtube channel,New_Visitor,True,True
3017,0.0,0.0,0,0.0,18.0,558.0,0.0185,0.052,0.0,Jul,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
3018,8.0,211.3,0,0.0,15.0,378.0,0.0,0.016,39.9,Sep,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,True
3019,0.0,0.0,0,0.0,3.0,2.0,0.0667,0.125,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3020,0.0,0.0,2,23.75,49.0,863.0,0.0,0.013,4.8,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
3021,0.0,0.0,0,0.0,68.0,3349.0,0.0,0.003,0.0,Oct,Windows,Google Chrome,South America,Tik Tok ads,Returning_Visitor,False,False
3022,3.0,77.0,2,92.4,39.0,2116.0,0.0,0.008,0.0,Nov,MACOS,Google Chrome,Africa,Google search,Returning_Visitor,True,False
3023,2.0,89.25,0,0.0,26.0,745.0,0.0054,0.021,22.2,Nov,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
3024,2.0,136.74,0,0.0,72.0,2045.0,0.0,0.005,64.1,Jul,Windows,Opera,Western Europe,Google search,New_Visitor,True,True
3025,1.0,15.0,0,0.0,46.0,2234.0,0.0092,0.017,34.1,Mar,MACOS,Samsung Internet,Western Europe,Direct Traffic,Returning_Visitor,False,True
3026,0.0,0.0,0,0.0,43.0,1104.0,0.0056,0.009,24.4,Aug,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,False,False
3027,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,False
3028,0.0,0.0,0,0.0,6.0,96.0,0.0,0.023,0.0,May,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,False,False
3029,0.0,0.0,0,0.0,61.0,2634.0,0.0269,0.037,0.0,Nov,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,True,True
3030,8.0,320.97,5,833.5,81.0,5145.0,0.0042,0.025,3.3,Nov,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
3031,5.0,67.33333333,0,0.0,3.0,53.0,0.0,0.023,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
3032,0.0,0.0,1,10.1,29.0,1760.0,0.0225,0.027,0.0,Jul,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
3033,0.0,0.0,0,0.0,2.0,139.0,0.0,0.0,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3034,,0.0,0,,6.0,176.0,0.0,0.06,0.0,Nov,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,True,False
3035,0.0,0.0,0,0.0,11.0,0.0,0.2,0.2,0.0,May,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
3036,5.0,87.0,0,0.0,14.0,2384.0,0.0,0.015,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
3037,0.0,0.0,2,39.2,156.0,6775.0,0.0022,0.013,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3038,0.0,,0,0.0,16.0,127.0,0.0429,0.076,0.0,May,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
3039,1.0,134.1,0,0.0,68.0,1464.0,0.0087,0.011,5.5,Oct,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,False,False
3040,3.0,102.3,0,0.0,14.0,331.0,0.0,0.007,0.0,Sep,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
3041,10.0,197.6998288,4,449.3,,6495.0,0.0002,0.013,8.5,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
3042,13.0,458.692272,4,304.0,62.0,1993.0,0.0,0.016,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
3043,2.0,27.5,0,0.0,8.0,154.0,0.0,0.043,25.8,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
3044,2.0,142.8733333,0,,17.0,815.0,0.0067,0.038,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
3045,0.0,0.0,0,0.0,65.0,2795.0,0.0283,0.066,0.0,June,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,True,False
3046,0.0,0.0,0,0.0,15.0,111.0,0.0,0.028,0.0,Nov,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
3047,0.0,0.0,0,0.0,71.0,5599.0,0.0529,0.041,50.0,Aug,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,True
3048,0.0,0.0,0,0.0,17.0,1681.0,0.0067,0.011,22.7,May,Windows,Google Chrome,Oceania,Twitter,New_Visitor,False,True
3049,6.0,297.1,0,0.0,68.0,2167.0,0.0045,0.011,0.0,Nov,Windows,Safari,Oceania,Google search,Returning_Visitor,False,False
3050,3.0,88.5,0,0.0,22.0,1031.0,0.0057,0.027,39.5,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
3051,0.0,0.0,0,0.0,30.0,770.0,0.0252,0.042,0.0,May,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
3052,0.0,0.0,0,0.0,28.0,812.0,0.0,0.022,0.0,Mar,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
3053,0.0,0.0,0,0.0,21.0,776.0,0.04,0.068,0.0,June,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,True,False
3054,13.0,1089.245714,0,0.0,57.0,929.0,0.0035,0.016,2.2,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,True
3055,6.0,174.2,0,0.0,21.0,556.0,0.0116,0.036,0.0,Jul,Android,Google Chrome,South America,Instagram Page,Returning_Visitor,True,False
3056,0.0,0.0,0,0.0,15.0,525.0,0.0,0.01,0.0,Dec,Windows,Opera,Africa,Google search,Returning_Visitor,False,False
3057,1.0,28.0,0,0.0,16.0,667.0,0.0,0.022,0.0,May,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,False,False
3058,3.0,0.0,0,0.0,8.0,22.0,0.05,0.057,0.0,Oct,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,False,False
3059,0.0,0.0,0,0.0,3.0,11.0,0.0,0.05,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
3060,0.0,0.0,0,0.0,28.0,1116.0,0.0216,0.053,0.0,Dec,Windows,Microsoft Edge,Asia,Tik Tok ads,Returning_Visitor,False,False
3061,5.0,,0,0.0,39.0,1173.0,0.0039,0.019,5.1,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
3062,3.0,42.0,0,0.0,57.0,2730.0,0.0,0.021,12.7,May,Windows,Microsoft Edge,Eastern Europe,Bing search,Returning_Visitor,False,False
3063,6.0,172.85,0,0.0,40.0,469.0,0.0061,0.027,0.0,Nov,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
3064,4.0,202.6666667,1,15.7,24.0,1370.0,0.0044,0.012,0.0,Jul,Windows,Google Chrome,North America,Instagram Page,Returning_Visitor,False,False
3065,2.0,76.0,0,0.0,14.0,596.0,0.0,0.01,0.0,Nov,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
3066,0.0,0.0,0,0.0,5.0,134.0,0.0,0.05,0.0,Mar,Windows,Microsoft Edge,Asia,Facebook ads,Returning_Visitor,True,False
3067,,0.0,0,0.0,14.0,601.0,0.0,0.009,0.0,May,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
3068,2.0,14.0,0,0.0,7.0,101.0,0.0333,0.084,0.0,Mar,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
3069,0.0,0.0,0,0.0,23.0,1933.0,0.0,0.01,0.0,Mar,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
3070,0.0,0.0,0,0.0,8.0,159.0,0.0,0.03,15.3,Aug,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
3071,0.0,0.0,0,0.0,26.0,417.0,0.0032,0.017,0.0,Nov,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
3072,0.0,0.0,0,0.0,23.0,608.0,0.0,0.001,0.0,Nov,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,False,False
3073,1.0,6.0,0,0.0,6.0,109.0,0.0,0.022,0.0,Nov,Windows,Google Chrome,Africa,Twitter,New_Visitor,False,False
3074,4.0,75.5,0,0.0,5.0,75.0,0.0,0.04,0.0,Mar,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
3075,4.0,106.0,2,204.0,32.0,1569.0,0.0191,0.036,10.9,Dec,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
3076,0.0,0.0,0,0.0,10.0,544.0,0.0,0.012,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3077,0.0,0.0,0,0.0,10.0,106.0,0.0,0.018,0.0,Dec,MACOS,Safari,Asia,Youtube channel,New_Visitor,False,False
3078,2.0,278.2166667,3,202.2,,428.0,0.0065,0.032,0.0,Nov,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
3079,0.0,0.0,0,0.0,6.0,442.0,0.0,0.05,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
3080,0.0,0.0,2,29.0,39.0,807.0,0.0109,0.032,0.0,Mar,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
3081,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
3082,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
3083,0.0,0.0,0,0.0,3.0,46.0,0.0,0.067,0.0,Mar,Windows,Internet Explorer,Eastern Europe,Facebook ads,Returning_Visitor,True,False
3084,6.0,153.4,0,0.0,2.0,68.0,0.0,0.01,0.0,Oct,Windows,Google Chrome,North America,Instagram Page,New_Visitor,False,False
3085,0.0,0.0,0,0.0,8.0,244.0,0.04,0.073,0.0,May,Android,Google Chrome,South America,Bing search,Returning_Visitor,True,False
3086,0.0,0.0,0,,13.0,230.0,0.016,0.05,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
3087,9.0,136.1225035,1,211.5,40.0,2240.0,0.0044,0.028,40.6,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,True,False
3088,6.0,25.25,2,45.2,17.0,449.0,0.0145,0.035,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
3089,0.0,0.0,1,97.0,38.0,246.0,0.01,0.043,0.0,Nov,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
3090,0.0,0.0,0,0.0,5.0,61.0,0.0,0.029,0.0,May,Android,Android,Western Europe,Bing search,Returning_Visitor,False,False
3091,5.0,207.875,0,0.0,15.0,442.0,0.0112,0.014,0.0,Nov,Android,Google Chrome,South America,Direct Traffic,Returning_Visitor,False,False
3092,0.0,0.0,0,0.0,50.0,1350.0,0.0158,0.027,0.0,May,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
3093,0.0,0.0,0,0.0,15.0,423.0,0.0,0.017,65.9,Aug,Windows,Google Chrome,Southern Africa,Instagram Page,New_Visitor,False,True
3094,0.0,0.0,0,0.0,29.0,268.0,0.0111,0.035,0.0,Nov,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
3095,0.0,0.0,0,0.0,,0.0,0.2,0.2,0.0,June,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,True,False
3096,2.0,13.0,0,0.0,11.0,401.0,0.0,0.007,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,New_Visitor,False,False
3097,0.0,0.0,0,,11.0,776.0,0.0,0.038,0.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
3098,,66.77471738,0,0.0,25.0,649.0,0.0,0.01,0.0,Mar,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
3099,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
3100,0.0,0.0,0,0.0,0.0,0.0,0.2,0.2,0.0,Feb,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
3101,1.0,88.64666667,0,0.0,32.0,567.0,0.018,0.045,0.0,May,MACOS,Safari,South America,Twitter,Returning_Visitor,True,False
3102,0.0,0.0,0,0.0,,393.0,0.0187,0.033,0.0,Nov,iOS,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
3103,3.0,197.0,0,0.0,,1500.0,0.0253,0.041,11.7,Dec,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
3104,3.0,50.5,0,0.0,5.0,76.0,0.0,0.029,0.0,Nov,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,True,False
3105,9.0,168.013007,1,40.0,56.0,1205.0,0.007,0.019,0.0,Mar,Android,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
3106,14.0,1545.566666,5,1873.1,141.0,7639.0,0.0066,0.042,1.1,June,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,False,False
3107,7.0,209.5,0,0.0,5.0,145.0,0.0,0.062,0.0,Nov,MACOS,Safari,Africa,Instagram Page,New_Visitor,False,True
3108,5.0,96.6,3,307.0,32.0,1180.0,0.0177,0.029,0.0,Jul,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
3109,11.0,184.3764265,0,0.0,41.0,2071.0,0.0,0.004,0.0,Dec,Android,Google Chrome,Western Europe,Youtube channel,Returning_Visitor,False,False
3110,1.0,9.0,0,0.0,44.0,2279.0,0.0,0.004,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
3111,12.0,191.8136667,6,37.2,75.0,6017.0,0.0,0.018,2.7,Aug,Windows,Google Chrome,Northern Africa,Instagram Page,Returning_Visitor,False,True
3112,0.0,0.0,0,0.0,,0.0,0.2,0.2,0.0,Dec,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
3113,2.0,22.0,0,0.0,5.0,135.0,0.0,0.027,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
3114,0.0,0.0,0,0.0,5.0,65.0,0.0,0.05,0.0,May,MACOS,Safari,Asia,Google search,Returning_Visitor,False,False
3115,0.0,0.0,0,0.0,8.0,329.0,0.0,0.037,38.0,Dec,Windows,Opera,North America,Google search,New_Visitor,False,True
3116,0.0,0.0,0,0.0,39.0,1449.0,0.0025,0.019,0.0,Nov,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
3117,2.0,58.5,0,0.0,126.0,2405.0,0.0001,0.009,0.0,Nov,Windows,Mozilla Firefox,Asia,Google search,Returning_Visitor,False,False
3118,2.0,145.0,0,0.0,47.0,986.0,0.0,0.009,28.4,May,iOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,True
3119,0.0,,0,0.0,5.0,191.0,0.04,0.05,0.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
3120,0.0,0.0,0,0.0,14.0,1066.0,0.0233,0.067,0.0,May,MACOS,Samsung Internet,North America,Direct Traffic,Returning_Visitor,True,False
3121,7.0,112.9,0,0.0,10.0,149.0,0.0,0.023,61.8,Oct,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
3122,0.0,0.0,0,0.0,10.0,478.0,0.0,0.01,35.5,Sep,MACOS,Safari,North America,Instagram Page,New_Visitor,False,True
3123,0.0,0.0,0,0.0,17.0,615.0,0.0,0.04,0.0,May,MACOS,Google Chrome,North America,Google search,Returning_Visitor,False,False
3124,3.0,,0,0.0,99.0,1068.0,0.0118,0.024,0.0,Nov,MACOS,Google Chrome,North America,Google search,Returning_Visitor,False,False
3125,0.0,0.0,0,0.0,21.0,284.0,0.0,0.016,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
3126,0.0,0.0,0,0.0,5.0,179.0,0.04,0.05,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,True,False
3127,3.0,136.5,0,0.0,8.0,292.0,0.0286,0.059,0.0,May,Windows,Microsoft Edge,Africa,Youtube ads,Returning_Visitor,False,False
3128,9.0,174.0,0,0.0,26.0,725.0,0.0,0.011,0.0,May,Windows,Google Chrome,Asia,Instagram Page,New_Visitor,False,False
3129,12.0,269.75,2,46.0,53.0,1454.0,0.0045,0.022,6.7,May,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
3130,6.0,313.8333333,1,0.0,367.0,7943.0,0.0022,0.012,3.3,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3131,2.0,5.0,0,0.0,48.0,3390.0,0.0,0.009,5.2,Dec,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
3132,1.0,,0,,23.0,2012.0,0.0083,0.032,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
3133,0.0,0.0,1,45.2,6.0,1300.0,0.0,0.037,0.0,Nov,MACOS,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
3134,3.0,352.1,0,0.0,19.0,793.0,0.0,0.001,0.0,Oct,Windows,Microsoft Edge,Western Europe,Bing search,Returning_Visitor,False,False
3135,8.0,230.0,1,,133.0,8290.0,0.0018,0.011,24.8,May,Windows,Google Chrome,South America,Bing search,Returning_Visitor,True,False
3136,7.0,62.25,0,0.0,17.0,172.0,0.0143,0.032,0.0,Oct,Android,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
3137,0.0,0.0,1,42.0,53.0,318.0,0.0,0.013,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,True
3138,0.0,0.0,0,0.0,11.0,777.0,0.0282,0.083,0.0,May,Windows,Mozilla Firefox,Asia,Bing search,Returning_Visitor,False,False
3139,,655.0,0,0.0,141.0,7572.0,0.0,0.01,0.0,Nov,iOS,Google Chrome,Oceania,Google search,Returning_Visitor,True,False
3140,1.0,141.1,0,0.0,28.0,3067.0,0.0225,0.055,0.0,Mar,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
3141,0.0,0.0,0,0.0,,298.0,0.0,0.007,0.0,Dec,Android,Google Chrome,Western Europe,Google search,New_Visitor,False,False
3142,0.0,0.0,0,0.0,11.0,174.0,0.02,0.06,0.0,Nov,Windows,Google Chrome,North America,Twitter,Returning_Visitor,True,True
3143,0.0,0.0,0,0.0,17.0,793.0,0.0,0.003,0.0,May,MACOS,Safari,Asia,Google search,Returning_Visitor,True,False
3144,2.0,45.4,0,0.0,43.0,1766.0,0.024,0.064,0.9,Oct,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
3145,5.0,159.0,0,0.0,19.0,746.0,0.0,0.009,45.9,May,Windows,Google Chrome,Eastern Europe,Bing search,New_Visitor,False,True
3146,0.0,0.0,0,0.0,32.0,306.0,0.0261,0.048,5.4,Mar,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
3147,2.0,228.5,0,0.0,5.0,706.0,0.0,0.022,41.8,Dec,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,True
3148,0.0,0.0,0,0.0,6.0,82.0,0.0667,0.1,0.0,Dec,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
