administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
0,0.0,0,0.0,18,6.186208623900494,0.0,-3.816712825623821,3.7062280924485496,Mar,MACOS,Safari,Southern Africa,Google search,New_Visitor,False,True
0,0.0,0,0.0,3,5.111987788356544,-3.912023005428146,-2.995732273553991,0.0,Feb,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
1,2.302585092994046,0,0.0,4,5.560681631015528,0.0,-3.2188758248682006,0.0,Nov,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
3,3.4011973816621555,2,4.499809670330265,33,7.138866999945524,-2.987764103904814,-2.396895772465287,0.0,Sep,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
1,4.060443010546419,0,0.0,16,6.60934924316738,0.0,-4.3428059215206005,2.760009940032921,May,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,True
0,1.791759469228055,0,0.0,23,7.310550158534422,-4.6356293934728,-3.7297014486341915,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
4,3.295836866004329,3,4.0943445622221,89,8.21851757748959,-4.406319327242926,-3.2441936328524905,0.0,Dec,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,17,6.9930151229329605,0.0,-3.863232841258714,0.0,Mar,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,True,False
0,1.791759469228055,0,0.0,2,5.811140992976701,-2.707550326060559,-2.3025850929940455,0.0,May,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,18,5.768320995793772,0.0,-3.6888794541139363,0.0,Nov,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1,0.0,0,0.0,8,5.393627546352362,-3.402197881995739,-2.3025850929940455,0.0,Nov,MACOS,Samsung Internet,Asia,Facebook ads,Returning_Visitor,False,False
3,4.919980925828125,0,0.0,9,6.405228458030842,0.0,-5.298317366548036,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
0,1.791759469228055,0,0.0,29,7.07326971745971,0.0,-6.214608098422191,0.0,Nov,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,5,1.0986122886681098,0.0,-3.2188758248682006,0.0,Mar,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
6,4.955827057601261,0,0.0,10,4.6443908991413725,-3.673006104957646,-2.900422093749666,0.0,Dec,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
0,0.0,1,0.6931471805599453,28,6.60934924316738,0.0,-3.816712825623821,2.917770732084279,Jul,iOS,Safari,North America,Google search,Returning_Visitor,False,True
7,5.293304824724492,1,5.1328529268205045,35,7.795234929002173,0.0,-4.961845129926823,2.631888840136646,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
1,5.0369526024136295,1,0.0,26,5.886104031450156,0.0,-3.9633162998156966,0.0,Aug,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,12,6.835184586147301,0.0,-2.864704011147587,0.0,Nov,MACOS,Safari,Southern Africa,Youtube channel,New_Visitor,True,False
1,2.772588722239781,0,0.0,3,0.6931471805599453,0.0,-2.995732273553991,0.0,Nov,Windows,Microsoft Edge,North America,Google search,New_Visitor,False,False
0,0.0,0,0.0,2,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
7,4.983606621708336,0,0.0,56,7.847762537473608,-5.654992310486769,-4.710530701645918,0.0,June,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,10,5.3981627015177525,-4.173387769562553,-2.5257286443082556,0.0,May,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,7,3.367295829986474,0.0,-3.4112477175156566,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
7,4.406719247264253,4,5.099866427824199,24,7.418180822726788,0.0,-4.3428059215206005,2.91235066461494,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Mar,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0,5.043425116919247,0,0.0,45,7.709756864454165,-4.086376392572924,-3.863232841258714,0.0,Nov,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
0,0.0,0,0.0,52,7.67368812926773,-3.6082215510964817,-3.036554268074246,0.0,Nov,Windows,Google Chrome,Africa,Facebook page,Returning_Visitor,False,False
0,0.0,1,3.295836866004329,2,2.833213344056216,0.0,-2.703062659591171,0.0,Dec,Android,Google Chrome,Eastern Europe,Affiliate marketing,Returning_Visitor,True,False
6,4.543294782270004,0,0.0,5,5.003946305945459,-3.55434856115633,-3.7297014486341915,0.0,May,Windows,Google Chrome,Western Europe,Twitter,New_Visitor,False,False
10,5.351858133476067,4,5.547128664610824,48,7.1770187659099,0.0,-3.9633162998156966,1.7227665977411035,May,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,7,6.261491684321042,0.0,-3.0159349808715104,0.0,May,Windows,Microsoft Edge,Western Europe,Google search,Returning_Visitor,False,False
1,3.871201010907891,0,0.0,10,5.560681631015528,-2.995732273553991,-2.9374633654300153,0.0,Dec,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,False,False
2,4.553876891600541,0,0.0,15,6.255750041753367,0.0,-4.961845129926823,0.0,Dec,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Windows,Mozilla Firefox,North America,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,26,6.56244409369372,0.0,-4.074541934925921,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,2,4.90527477843843,54,5.983936280687191,-4.482952553263842,-3.575550768806933,0.0,Dec,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,True,False
4,4.5217885770490405,0,0.0,9,4.709530201312334,-4.092346559559427,-3.270169119255751,0.0,Oct,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
6,4.430816798843313,0,0.0,25,6.90975328164481,0.0,-4.8283137373023015,3.370738174177447,Dec,Windows,Mozilla Firefox,Asia,Google search,New_Visitor,False,True
0,0.0,0,0.0,2,5.480638923341991,-2.015153051797474,-1.9661128563728327,0.0,May,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,6,5.41610040220442,-3.5684333010380693,-2.5257286443082556,0.0,Mar,Ubuntu,Safari,North America,Affiliate marketing,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Android,Google Chrome,Asia,Yandex search,Returning_Visitor,False,False
1,2.995732273553991,0,0.0,40,6.295266001439646,0.0,-5.115995809754082,3.597312260588446,June,Windows,Mozilla Firefox,North America,Google search,New_Visitor,False,True
3,3.367295829986474,0,0.0,12,6.248042874508429,-4.414549826379441,-4.268697949366879,0.0,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3,4.110873864173311,0,0.0,30,6.376726947898627,0.0,-3.863232841258714,0.0,Mar,Windows,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,12,7.335633981927201,0.0,-3.270169119255751,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,True
2,6.684611727667927,0,0.0,12,5.560681631015528,0.0,-3.9633162998156966,0.0,Mar,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,17,5.834810737062605,-3.2188758248682006,-3.575550768806933,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
2,5.0689042022202315,0,0.0,50,7.265429723253953,-6.725433722188183,-4.605170185988091,3.2347491740244907,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,True
0,0.0,0,0.0,9,4.51085950651685,-3.0512449834842497,-2.017406150760383,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
1,0.0,0,0.0,50,8.058010800802085,-4.482952553263842,-3.816712825623821,2.766319109226186,Dec,Android,Google Chrome,Southern Africa,Youtube channel,Returning_Visitor,False,False
5,4.204692619390966,1,3.713572066704308,8,5.700443573390687,0.0,-4.199705077879927,0.0,Mar,Windows,Microsoft Edge,Southern Africa,Google search,Returning_Visitor,False,False
3,4.276666119016055,0,0.0,15,6.555356891810665,0.0,-5.115995809754082,0.0,Aug,Windows,Google Chrome,South America,Google search,New_Visitor,False,False
0,0.0,0,0.0,21,6.934397209928558,0.0,-4.017383521085972,4.110873864173311,May,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,False,True
3,5.351858133476067,0,0.0,21,6.375024819828097,0.0,-5.521460917862246,0.0,Dec,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
10,5.631211781821365,0,0.0,19,5.986452005284438,-4.028556821684098,-3.2188758248682006,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0,0.0,0,0.0,11,6.329720905522696,-3.315937537711332,-3.079113882493042,0.0,Nov,MACOS,Safari,North America,Youtube channel,Returning_Visitor,False,False
0,3.6888794541139363,0,0.0,76,7.749753406274437,-5.952243833954701,-3.912023005428146,0.0,Oct,Android,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,4,4.219507705176107,0.0,-2.659260036932778,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,16,6.042632833682381,0.0,-5.115995809754082,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
3,4.406719247264253,0,0.0,11,6.2878585601617845,-4.2336066295556085,-4.199705077879927,3.4531571205928664,Jul,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Dec,ChromeOS,Safari,Asia,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,12,5.093750200806762,-2.445301395195641,-2.24431618487007,0.0,Jul,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
9,3.9889840465642745,0,0.0,41,6.582025138892826,-5.403677882205863,-4.017383521085972,3.104586678466073,May,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1,3.295836866004329,0,0.0,46,7.782807262839695,-4.4654082436129325,-3.6888794541139363,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
2,2.4849066497880004,0,0.0,38,7.97728198675515,-3.2887619523323672,-2.796881414808826,0.0,May,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
0,0.0,0,0.0,27,7.156176637480615,-4.358310108056566,-3.3813947543659757,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,11,4.844187086458591,0.0,-3.4112477175156566,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
6,5.117993812416755,0,0.0,37,7.24422751560335,-6.2659013928097425,-3.7722610630529876,0.0,Nov,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,31,6.42648845745769,0.0,-4.605170185988091,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,New_Visitor,False,False
3,4.454347296253507,1,5.454466049037968,40,6.0112671744041615,-4.62537289330561,-3.540459448995663,0.0,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,42,6.88653164253051,0.0,-3.816712825623821,0.0,Dec,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
1,1.6094379124341003,0,0.0,136,9.029897050194,0.0,-4.710530701645918,3.2733640101522705,Dec,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Feb,Windows,Google Chrome,Oceania,Yandex search,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,11,6.363028103540465,-4.006333684899388,-3.170085660698769,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Nov,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,14,6.54965074223381,-4.092346559559427,-3.270169119255751,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,111,8.641709066113805,-5.339139361068292,-3.816712825623821,0.0,Sep,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,True,False
0,0.0,0,0.0,68,6.431331081933479,-4.840892519509161,-4.268697949366879,0.0,May,MACOS,Safari,Asia,Bing search,Returning_Visitor,True,False
2,3.7376696182833684,0,0.0,6,5.214935757608986,0.0,-4.8283137373023015,0.0,Mar,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,False,False
0,0.0,0,0.0,7,5.123963979403259,0.0,-3.1941832122778293,0.0,Nov,Windows,Microsoft Edge,Eastern Europe,Youtube ads,Returning_Visitor,False,False
8,1.791759469228055,0,0.0,255,7.454141078146678,-6.214608098422191,-4.8283137373023015,0.0,Oct,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1,2.8903717578961645,0,0.0,6,3.713572066704308,0.0,-3.540459448995663,0.0,Dec,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,5,5.802118375377063,0.0,-3.2188758248682006,0.0,Mar,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
0,0.0,0,0.0,9,5.749392985908253,-3.116770601931047,-2.703062659591171,0.0,Dec,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,3,2.70805020110221,0.0,-2.3025850929940455,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1,3.4339872044851463,1,2.4849066497880004,7,5.680172609017068,-4.866534950122499,-3.575550768806933,0.0,Jul,MACOS,Samsung Internet,Asia,Instagram Page,Returning_Visitor,False,False
2,3.258096538021482,0,0.0,27,6.180016653652572,-5.2785147392518565,-3.7297014486341915,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
2,3.8501476017100584,0,0.0,28,6.96979066990159,-3.907035463917107,-3.101092789211817,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,3,3.2188758248682006,-1.7915594892253888,-2.120263536200091,0.0,Nov,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
1,1.791759469228055,1,5.753295129195171,40,6.678342114654332,0.0,-4.422848629194137,0.0,May,Windows,Microsoft Edge,Asia,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,22,5.3471075307174685,0.0,-5.521460917862246,0.0,Nov,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
4,1.791759469228055,0,0.0,45,7.461640392208575,0.0,-3.816712825623821,0.0,Nov,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,True,False
0,0.0,0,0.0,6,5.616771097666572,-3.0878475624617967,-2.995732273553991,0.0,May,Android,Google Chrome,Oceania,Youtube ads,Returning_Visitor,False,False
6,3.7376696182833684,0,0.0,33,6.244166900663736,-4.546901277864116,-3.123565645063876,0.0,Feb,iOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
5,5.043425116919247,3,4.31748811353631,79,8.843326450242271,-4.382026634673881,-3.3813947543659757,2.2512917986064953,Nov,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,11,5.455321115357702,-2.3025850929940455,-3.3242363405260273,0.0,Mar,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,4,4.6443908991413725,0.0,-2.3025850929940455,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,7,4.844187086458591,0.0,-4.074541934925921,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
1,3.1354942159291497,0,0.0,66,8.189244525735901,-6.437751649736401,-4.422848629194137,0.0,Nov,Android,Google Chrome,North America,Youtube channel,Returning_Visitor,True,True
9,5.638354669333745,0,0.0,44,8.099857910737585,-5.546778725846536,-4.135166556742356,3.265759410767051,Nov,Windows,Google Chrome,Oceania,Twitter,Returning_Visitor,False,True
0,0.0,0,0.0,42,7.555381944240273,-3.283414346005772,-3.912023005428146,3.5667118201397288,Mar,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,True
0,0.0,0,0.0,2,3.713572066704308,0.0,-2.3025850929940455,0.0,Mar,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
0,0.0,0,0.0,13,5.356586274672012,0.0,-3.912023005428146,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
9,5.0106352940962555,4,4.945207488773801,34,6.180016653652572,-5.06720564558465,-3.3524072174927233,2.533696813957432,Mar,Windows,Microsoft Edge,Eastern Europe,Affiliate marketing,Returning_Visitor,True,False
0,0.0,0,0.0,29,8.02059914989697,-3.750754857832024,-2.8824035882469876,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,34,6.851184927493743,0.0,-2.8473122684357177,1.9878743481543455,May,MACOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,True
0,0.0,0,0.0,8,4.060443010546419,0.0,-4.268697949366879,0.0,Nov,iOS,Safari,North America,Google search,Returning_Visitor,False,False
0,0.0,1,0.0,29,6.804614520062624,-3.9170355472516905,-3.473768074496991,2.72785282839839,Nov,Android,Google Chrome,South America,Google search,Returning_Visitor,False,True
6,5.929589143389895,0,0.0,128,8.434028950155469,-4.268697949366879,-3.912023005428146,1.410986973710262,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,True
0,2.9444389791664403,0,0.0,13,5.459585514144159,0.0,-3.4112477175156566,0.0,Mar,Windows,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,False,False
0,0.0,0,0.0,29,6.79346613258001,-3.341043458842408,-2.4534079827286295,0.0,Nov,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,False
10,5.356586274672012,2,4.52720864451838,270,8.575462099540212,-5.991464547107982,-4.509860006183766,2.272125885509337,Nov,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0,0.0,1,3.367295829986474,30,7.951559331155252,-4.645992180508347,-3.3813947543659757,0.0,Dec,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
2,3.58351893845611,0,0.0,59,7.508787170634276,0.0,-5.115995809754082,2.6878474937846906,Mar,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,True
2,3.4657359027997265,0,0.0,19,7.298445101508147,-3.448288989196006,-2.864704011147587,3.3068867021909143,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,7,4.700480365792417,0.0,-2.5902671654458267,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,False
0,0.0,3,4.406719247264253,15,5.955837369464831,0.0,-3.270169119255751,0.0,Mar,Windows,Google Chrome,South America,Twitter,Returning_Visitor,True,False
12,7.07326971745971,0,0.0,44,7.789868559054706,-4.990832666800076,-3.575550768806933,0.0,Nov,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,47,7.5766097669730375,-6.074846156047033,-3.912023005428146,0.0,Dec,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
0,1.791759469228055,0,0.0,4,0.0,-1.6094379124341003,-1.6094379124341003,0.0,Mar,Windows,Mozilla Firefox,Northern Africa,Youtube ads,Returning_Visitor,False,False
0,0.0,0,0.0,10,6.152732694704104,0.0,-3.2188758248682006,3.977810745966149,Nov,Android,Android,Oceania,Facebook ads,New_Visitor,False,True
0,0.0,0,0.0,11,4.624972813284271,-3.5684333010380693,-3.036554268074246,0.0,Nov,iOS,Google Chrome,North America,Google search,Returning_Visitor,False,False
3,5.375278407684165,0,0.0,17,6.776506992372183,0.0,-4.074541934925921,0.0,Sep,MACOS,Safari,South America,Bing search,Returning_Visitor,False,False
7,5.375278407684165,0,0.0,6,5.220355825078324,-2.371935171128839,-2.0955709236097197,0.0,Oct,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
0,3.9889840465642745,0,0.0,12,6.507277712385012,0.0,-4.710530701645918,3.7909846770510898,Nov,Windows,Google Chrome,Africa,Google search,New_Visitor,False,True
6,4.406719247264253,0,0.0,60,8.081165777725433,-5.240048458424061,-3.6888794541139363,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,3,5.280662431309316,53,8.465689348549121,-4.8283137373023015,-3.6888794541139363,0.0,Dec,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
1,2.302585092994046,1,1.6094379124341003,146,7.85979918056211,0.0,-4.8283137373023015,0.0,May,iOS,Safari,North America,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,4,5.4116460518550396,-2.995732273553991,-2.703062659591171,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
5,1.791759469228055,0,0.0,17,6.70196036600254,0.0,-4.961845129926823,0.0,Dec,Android,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0,2.70805020110221,0,0.0,14,5.44673737166631,-2.8490378944031876,-2.577021938695806,0.0,Dec,Android,Microsoft Edge,Western Europe,Google search,Returning_Visitor,False,False
2,4.700480365792417,0,0.0,7,5.616771097666572,-4.866534950122499,-3.4112477175156566,0.0,Aug,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,2,3.4657359027997265,0.0,-2.3025850929940455,0.0,May,Android,Android,North America,Google search,New_Visitor,True,False
0,0.0,0,0.0,2,4.59511985013459,0.0,-2.995732273553991,0.0,Mar,iOS,Google Chrome,South America,Youtube channel,Returning_Visitor,False,False
0,0.0,0,0.0,9,5.209486152841421,-3.55434856115633,-2.796881414808826,0.0,May,MACOS,Safari,North America,Youtube ads,Returning_Visitor,False,False
6,3.7376696182833684,0,0.0,26,6.878326468291325,0.0,-4.605170185988091,0.0,Dec,MACOS,Safari,South America,Google search,New_Visitor,True,False
0,0.0,0,0.0,68,7.147559271189454,-4.990832666800076,-3.506557897319982,0.0,Nov,Windows,Google Chrome,Northern Africa,Youtube ads,Returning_Visitor,False,False
0,0.0,0,0.0,4,5.472270673671475,0.0,-2.995732273553991,0.0,May,Windows,Mozilla Firefox,Oceania,Bing search,Returning_Visitor,True,False
1,3.332204510175204,3,3.367295829986474,63,7.204892510204673,-4.721704002244043,-3.101092789211817,0.4054651081081644,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
4,4.30406509320417,0,0.0,20,6.754604099487962,-4.491841500681089,-3.7297014486341915,0.0,Mar,Windows,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,True,False
2,2.5649493574615367,1,4.777441406928545,1,1.6094379124341003,0.0,-2.995732273553991,0.0,Oct,Windows,Google Chrome,South America,Instagram Page,New_Visitor,False,False
0,0.0,0,0.0,24,7.208600337960199,-3.789805372703897,-2.9759296462578115,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0,0.0,0,0.0,67,8.363575702750637,-5.44914025628262,-3.7722610630529876,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,5,5.117993812416755,0.0,-2.995732273553991,0.0,Mar,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
3,4.6443908991413725,1,3.681351187693145,105,8.382747094863314,-4.4654082436129325,-3.649658740960655,0.0,Dec,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
0,5.075173815233827,0,0.0,4,4.882801922586371,0.0,-2.703062659591171,0.0,Oct,MACOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
0,0.0,0,0.0,8,5.54907608489522,0.0,-3.2188758248682006,0.0,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,3,3.0081547935525483,61,7.729295674310482,-5.683979847360021,-3.611918412977808,0.0,Nov,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,10,4.836281906951478,-3.0878475624617967,-3.036554268074246,0.0,May,Android,Google Chrome,Africa,Bing search,Returning_Visitor,True,False
0,0.0,0,0.0,17,7.081708586105575,0.0,-3.7722610630529876,0.0,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
1,4.0943445622221,0,0.0,9,5.662960480135946,0.0,-4.3428059215206005,0.0,Nov,MACOS,Google Chrome,North America,Affiliate marketing,New_Visitor,False,False
10,5.402677381872279,0,0.0,1,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,8,5.598421958998375,0.0,-3.270169119255751,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,32,6.561030665896573,-3.912023005428146,-3.3242363405260273,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
0,0.0,0,0.0,15,5.488937726156687,0.0,-4.268697949366879,0.0,Mar,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
0,0.0,0,0.0,4,5.043425116919247,0.0,-2.995732273553991,0.0,Mar,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
0,0.0,0,0.0,32,7.149131598557407,0.0,-3.912023005428146,0.0,Sep,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0,0.0,1,0.0,8,4.912654885736052,-4.199705077879927,-2.864704011147587,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
0,0.0,0,0.0,23,5.926926025970411,0.0,-4.961845129926823,0.0,May,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,False,False
0,0.0,0,0.0,3,5.389071729816501,0.0,-3.4112477175156566,0.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
0,0.0,0,0.0,5,4.634728988229636,0.0,-4.961845129926823,0.0,Dec,Windows,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.0,-1.6094379124341003,-1.6094379124341003,0.0,May,Windows,Microsoft Edge,Africa,Instagram ads,Returning_Visitor,False,False
3,4.189654742026425,0,0.0,46,6.238324625039508,0.0,-4.961845129926823,0.0,Jul,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
